iter	Logloss
124	0.4461764166
125	0.4456225018
126	0.4450276112
127	0.4442454471
128	0.4435969182
129	0.4428881178
130	0.4423173258
131	0.4419086433
132	0.4413792217
133	0.4408272922
134	0.4402970767
135	0.4398319519
136	0.4393981497
137	0.4389582091
138	0.4385757334
139	0.438013514
140	0.4374885753
141	0.4367402627
142	0.4359202204
143	0.4351472918
144	0.4344134054
145	0.4338604772
146	0.4334550442
147	0.4327413513
148	0.432112772
149	0.4309988864
150	0.4305199418
151	0.4300158883
152	0.4294190113
153	0.4289006518
154	0.4280831503
155	0.427586107
156	0.4267499341
157	0.4262922803
158	0.4257989049
159	0.4253812617
160	0.4245336666
161	0.423861948
162	0.4232960808
163	0.4229893412
164	0.4226944814
165	0.4222769918
166	0.4218024369
167	0.4214691529
168	0.4210916802
169	0.4204286833
170	0.419829665
171	0.4193989361
172	0.4190066372
173	0.4185912297
174	0.4181135778
175	0.4174113302
176	0.4170048313
177	0.4161977014
178	0.4156411678
179	0.4151944135
180	0.4148292078
181	0.4144008833
182	0.4138122826
183	0.4132596589
184	0.4127347496
185	0.4120082043
186	0.4112952936
187	0.4106889795
188	0.4103698888
189	0.4099933919
190	0.4095144164
191	0.4090408674
192	0.4086508147
193	0.4081269892
194	0.4077551629
195	0.407456946
196	0.4069534246
197	0.4063379454
198	0.405779727
199	0.4055119168
200	0.4049273976
201	0.404426579
202	0.4041609473
203	0.4035592829
204	0.4029912299
205	0.4023616774
206	0.4018002966
207	0.4013645402
208	0.4007546356
209	0.4004413394
210	0.3998407522
211	0.3992687981
212	0.3987303296
213	0.3978717408
214	0.3975052949
215	0.3972994192
216	0.3968127204
217	0.3964787189
218	0.3956888966
219	0.3953110205
220	0.3946658927
221	0.3940633618
222	0.3936058371
223	0.3932357348
224	0.3926680999
225	0.39229752
226	0.3919445632
227	0.3915087127
228	0.3909664383
229	0.3905490286
230	0.3899163885
231	0.3895387926
232	0.3892085413
233	0.388703743
234	0.3883590506
235	0.3879905993
236	0.3876234675
237	0.3873652096
238	0.3869491242
239	0.3866919125
240	0.3862098834
241	0.3855147041
242	0.3852194419
243	0.384871736
244	0.3844488087
245	0.384250861
246	0.3838285074
247	0.3834839024
248	0.3829814449
249	0.3825950802
250	0.3820687642
251	0.381623101
252	0.3812975218
253	0.3807697594
254	0.3806121017
255	0.3802448051
256	0.3800455318
257	0.3795282735
258	0.3790934732
259	0.3788546488
260	0.3786172327
261	0.3783976349
262	0.3779406375
263	0.3774824707
264	0.3771501838
265	0.3767780002
266	0.3765174944
267	0.3762232781
268	0.3759484797
269	0.3756935044
270	0.3753321978
271	0.37496657
272	0.3745125626
273	0.3741531471
274	0.3740065356
275	0.3737131132
276	0.3732319446
277	0.3730364545
278	0.3727153301
279	0.3723030934
280	0.3717876688
281	0.3713416038
282	0.3709154862
283	0.3706923441
284	0.3702074169
285	0.3697616596
286	0.3695190645
287	0.3690858067
288	0.3686448151
289	0.3683362608
290	0.3681762222
291	0.3676616035
292	0.3674177943
293	0.3671546987
294	0.3669069662
295	0.3663695149
296	0.3661074842
297	0.3659430877
298	0.3654923812
299	0.3652680216
300	0.3649397223
301	0.3646386309
302	0.3643306255
303	0.3640895211
304	0.3636859834
305	0.3628855628
306	0.3626962257
307	0.3623118053
308	0.3619879936
309	0.3617217451
310	0.3615717458
311	0.3610775159
312	0.3606831682
313	0.3605153345
314	0.3601951556
315	0.3599854645
316	0.3596066052
317	0.3592068901
318	0.3589206386
319	0.3587108339
320	0.3582204193
321	0.3578392088
322	0.3572505723
323	0.3568037122
324	0.3564694159
325	0.3561239199
326	0.3557102089
327	0.3554865188
328	0.3551763459
329	0.3547970704
330	0.3544525051
331	0.3540360735
332	0.3538042668
333	0.3533058564
334	0.3528930483
335	0.3525470123
336	0.3521943297
337	0.3517152196
338	0.351476291
339	0.351135313
340	0.3508706196
341	0.3503716417
342	0.3499564209
343	0.3495420061
344	0.3491942362
345	0.3489231449
346	0.3484594063
347	0.3481231189
348	0.3477614116
349	0.3475342364
350	0.3472320586
351	0.3465435798
352	0.3463018095
353	0.346018107
354	0.34570555
355	0.3453470944
356	0.3450074692
357	0.3446966786
358	0.3441863479
359	0.3440628603
360	0.3437648728
361	0.3433398001
362	0.3429230556
363	0.3425940866
364	0.3421532288
365	0.3418605861
366	0.3415143982
367	0.3411871356
368	0.3408026361
369	0.340310529
370	0.3401167259
371	0.3398325348
372	0.3394200855
373	0.3391051199
374	0.3388228002
375	0.3384587192
376	0.337956779
377	0.3377304308
378	0.3374672293
379	0.3372838337
380	0.3370014253
381	0.3368077569
382	0.3364752364
383	0.3362351706
384	0.3359392478
385	0.335446574
386	0.3350793588
387	0.3347793516
388	0.3345772561
389	0.3344464519
390	0.3340803426
391	0.3337661408
392	0.3335371149
393	0.3333488777
394	0.3332015073
395	0.3329126007
396	0.3324274239
397	0.3321093683
398	0.3317191896
399	0.3314274721
400	0.3306515098
401	0.3303620749
402	0.3299558727
403	0.3297233563
404	0.3294530436
405	0.3289949261
406	0.3285230197
407	0.3282601783
408	0.3279800593
409	0.3276664987
410	0.3270581378
411	0.3268465702
412	0.326566637
413	0.3258234877
414	0.3251440478
415	0.3248375404
416	0.3245401413
417	0.3242447179
418	0.3236750479
419	0.3232803728
420	0.3229290003
421	0.3226740842
422	0.3222344804
423	0.32194263
424	0.3216517873
425	0.3212647121
426	0.321014252
427	0.3208764345
428	0.3202615935
429	0.3199185373
430	0.3195715738
431	0.3190164452
432	0.3186848057
433	0.3182507615
434	0.3179192934
435	0.3176678814
436	0.3173563857
437	0.3171263382
438	0.3168600375
439	0.316599396
440	0.3162401182
441	0.3159407574
442	0.3156687606
443	0.3153747093
444	0.3151942219
445	0.3149562106
446	0.3144732906
447	0.314048932
448	0.3137875584
449	0.3134799907
450	0.3130769384
451	0.3128636771
452	0.3125515338
453	0.3122895575
454	0.311932686
455	0.3115066938
456	0.3112942268
457	0.3109512513
458	0.3103896978
459	0.3099148264
460	0.3093775958
461	0.3090110708
462	0.3087878834
463	0.3083002832
464	0.3078426333
465	0.3072842974
466	0.3071061626
467	0.3069426485
468	0.3066692067
469	0.3063213479
470	0.3057637027
471	0.305551649
472	0.3051280138
473	0.3048115929
474	0.3046488503
475	0.3043527415
476	0.3041222062
477	0.3038137371
478	0.3036289598
479	0.3033592443
480	0.3030716966
481	0.3026493711
482	0.3024199884
483	0.3021779438
484	0.3019228688
485	0.3013963989
486	0.3012037826
487	0.3010244334
488	0.300717157
489	0.3005263457
490	0.300258583
491	0.3000050375
492	0.2995944223
493	0.2992442553
494	0.2988295493
495	0.2986494268
496	0.298451255
497	0.2980114733
498	0.2976410637
499	0.2974193919
500	0.297082509
501	0.2967681706
502	0.2964935692
503	0.2963030916
504	0.2960078152
505	0.2956676782
506	0.2954484306
507	0.295207831
508	0.2949278832
509	0.2945709552
510	0.2941452048
511	0.2938338592
512	0.2936661811
513	0.2931754252
514	0.2928853429
515	0.2926130449
516	0.292317261
517	0.29190603
518	0.2916442527
519	0.2914522368
520	0.2911407728
521	0.2909360343
522	0.2906933981
523	0.2902490803
524	0.289913625
525	0.2896251151
526	0.2893897591
527	0.2891659843
528	0.288921488
529	0.2885697055
530	0.288233814
531	0.2880747371
532	0.2878128119
533	0.2874560473
534	0.2871410596
535	0.2868745257
536	0.2864584833
537	0.2859414427
538	0.2856950787
539	0.2853928324
540	0.2852091926
541	0.2849884013
542	0.2848197931
543	0.2843958483
544	0.2842416816
545	0.2838934909
546	0.2835975433
547	0.2833787311
548	0.2830414532
549	0.2827615581
550	0.2822566651
551	0.2819059021
552	0.2816049048
553	0.2813652484
554	0.2811483694
555	0.2809397856
556	0.2807632102
557	0.2804285249
558	0.2802265031
559	0.2799186556
560	0.2796759349
561	0.2793795977
562	0.2790855043
563	0.2788239612
564	0.2786247321
565	0.2783830811
566	0.278115269
567	0.2779550052
568	0.2777612835
569	0.2775037455
570	0.2773040014
571	0.277105445
572	0.2767750523
573	0.2764958531
574	0.2762148259
575	0.2760763488
576	0.2757699578
577	0.2754785186
578	0.2752727977
579	0.274941135
580	0.2747805728
581	0.2744596347
582	0.2743426601
583	0.2740319223
584	0.2738793155
585	0.2737200095
586	0.2731190485
587	0.2729217413
588	0.2727678057
589	0.272580379
590	0.2722581787
591	0.2719616594
592	0.2716514366
593	0.2714933069
594	0.2710889973
595	0.2709596811
596	0.2707622136
597	0.2704374994
598	0.2700747797
599	0.2699440693
600	0.2696034447
601	0.2693507286
602	0.2691423208
603	0.2687261834
604	0.2683808675
605	0.2681230963
606	0.2678429594
607	0.2675933301
608	0.2673023519
609	0.2669336736
610	0.2664724461
611	0.2663190085
612	0.2661499032
613	0.2658688764
614	0.2655545273
615	0.2653930854
616	0.2652259239
617	0.2647838989
618	0.2642788868
619	0.2640326493
620	0.2637295365
621	0.2633387981
622	0.2631564304
623	0.2630177691
624	0.2626417308
625	0.262460681
626	0.2619746617
627	0.2617589037
628	0.2615085374
629	0.2610627315
630	0.2607936366
631	0.2605581204
632	0.260196106
633	0.2600498371
634	0.2597095131
635	0.2595393838
636	0.2592915923
637	0.2590512318
638	0.2589016659
639	0.258573507
640	0.258279116
641	0.2580044031
642	0.2576918255
643	0.2575311706
644	0.2568956124
645	0.2567124176
646	0.2564995787
647	0.2563776358
648	0.2560820885
649	0.255855407
650	0.2557126923
651	0.2554464564
652	0.2551302354
653	0.2549028646
654	0.254654124
655	0.2544145493
656	0.2542173045
657	0.2538227996
658	0.2536655945
659	0.2534230695
660	0.2530175417
661	0.2527240108
662	0.2525130869
663	0.2523167689
664	0.2520072533
665	0.2517429475
666	0.2514884096
667	0.2511822956
668	0.2509824835
669	0.250762018
670	0.2505013709
671	0.2502809948
672	0.2501492973
673	0.2498933325
674	0.2497109377
675	0.2495599455
676	0.2494150691
677	0.2492147075
678	0.2490359992
679	0.2488872972
680	0.2485358109
681	0.2482520879
682	0.2479916236
683	0.2477495112
684	0.2475860154
685	0.2473522977
686	0.2471182176
687	0.2468095412
688	0.2465805389
689	0.2463631679
690	0.2461992214
691	0.2460089061
692	0.2458511442
693	0.2456420611
694	0.245331588
695	0.2450473936
696	0.2449049361
697	0.2447273421
698	0.2444618018
699	0.2442088829
700	0.2439137412
701	0.2437346311
702	0.2435447829
703	0.2432758012
704	0.2430798489
705	0.2428492742
706	0.2425300792
707	0.242284417
708	0.2421055225
709	0.2418513142
710	0.2416036064
711	0.241385642
712	0.241245239
713	0.2410231514
714	0.2408874958
715	0.2407103151
716	0.2405462334
717	0.2402534278
718	0.2400628272
719	0.2398268868
720	0.2396503466
721	0.2394534075
722	0.2392657759
723	0.2390879242
724	0.2388602719
725	0.2386557826
726	0.2385239987
727	0.2383520861
728	0.2381570592
729	0.2380246709
730	0.2377962513
731	0.2376739292
732	0.2374868712
733	0.2373529007
734	0.2369912139
735	0.2366586041
736	0.2365251159
737	0.2363485871
738	0.2361167452
739	0.2359616508
740	0.2357530929
741	0.2356053257
742	0.235487817
743	0.2353593495
744	0.2351120047
745	0.2349204915
746	0.2347114595
747	0.2344999594
748	0.2342981832
749	0.2341351364
750	0.2339327336
751	0.2338068347
752	0.2336257946
753	0.2332184804
754	0.233071051
755	0.2329066902
756	0.2327263263
757	0.2325152721
758	0.2323678092
759	0.2321091473
760	0.2318726602
761	0.2317045076
762	0.2315499278
763	0.2314082283
764	0.2312228072
765	0.231035987
766	0.2307605
767	0.2304840275
768	0.2303479387
769	0.2302195612
770	0.2300804584
771	0.2299286176
772	0.2297864934
773	0.2296635793
774	0.2295458533
775	0.2294396306
776	0.2292563088
777	0.2291381968
778	0.2289827863
779	0.2288873081
780	0.2287617925
781	0.2286149573
782	0.2284028966
783	0.228202459
784	0.2280606276
785	0.2278789145
786	0.2276236651
787	0.2274847848
788	0.227246232
789	0.2271160916
790	0.226987013
791	0.2268452046
792	0.2266410878
793	0.2265273115
794	0.2263200848
795	0.2261047848
796	0.225883112
797	0.2256167433
798	0.2255370625
799	0.2253373236
800	0.2251307021
801	0.2249690258
802	0.2247572277
803	0.2246746121
804	0.2244630336
805	0.2243560204
806	0.2242050867
807	0.2240520738
808	0.2239346646
809	0.2237591285
810	0.2235330909
811	0.223400701
812	0.2232251458
813	0.2231025657
814	0.222963775
815	0.2227903987
816	0.222631863
817	0.2225288009
818	0.2223772072
819	0.2221592728
820	0.2220053323
821	0.2218788466
822	0.2217583912
823	0.2216287712
824	0.2214169432
825	0.221214884
826	0.2209513261
827	0.2208584789
828	0.2206658526
829	0.2204868186
830	0.2203084746
831	0.2201975912
832	0.220014261
833	0.2198807667
834	0.2196955019
835	0.2195049694
836	0.2193098896
837	0.2191233467
838	0.2190122223
839	0.2188589164
840	0.2187368056
841	0.2184854133
842	0.2183705094
843	0.218213224
844	0.2181090099
845	0.2178518038
846	0.2177104841
847	0.2175673375
848	0.2174353658
849	0.2172137971
850	0.2169644873
851	0.2167555239
852	0.2165650426
853	0.2163974973
854	0.2162365738
855	0.2160852122
856	0.2159690376
857	0.2157558884
858	0.2154596976
859	0.2152845342
860	0.2150948672
861	0.2149472491
862	0.2147671707
863	0.214632674
864	0.2143947348
865	0.21427
866	0.2140944684
867	0.2139218974
868	0.2137989776
869	0.2135735275
870	0.2134566959
871	0.21333125
872	0.2132265848
873	0.2130039812
874	0.2129132389
875	0.2128331261
876	0.2127145192
877	0.2125489769
878	0.2124000994
879	0.2123070753
880	0.2122019599
881	0.2120702338
882	0.2118812673
883	0.2116521692
884	0.211524426
885	0.2114097782
886	0.2111741718
887	0.2110208568
888	0.2109099393
889	0.210767036
890	0.2106673985
891	0.2105157217
892	0.2104361559
893	0.2103021887
894	0.210124717
895	0.2100085928
896	0.2098251749
897	0.2096479486
898	0.2094817786
899	0.2092401576
900	0.2091062075
901	0.2089965133
902	0.2088754968
903	0.2087622053
904	0.2085953164
905	0.2083194699
906	0.2081905812
907	0.2080166065
908	0.2079448394
909	0.2077877351
910	0.2076743053
911	0.2074730517
912	0.207325284
913	0.2072422806
914	0.2071601961
915	0.2070688877
916	0.2069407993
917	0.2068378387
918	0.2067401128
919	0.2065979434
920	0.2064687419
921	0.2063249524
922	0.2060546586
923	0.2059230954
924	0.205777416
925	0.2056016879
926	0.2054309019
927	0.205298829
928	0.2049790953
929	0.2048835973
930	0.2047042321
931	0.2046105705
932	0.2045074788
933	0.2043737318
934	0.2042207285
935	0.2040505257
936	0.2037816423
937	0.2036266701
938	0.2033415083
939	0.2031480435
940	0.2029927354
941	0.2028431619
942	0.2027164855
943	0.2026351907
944	0.2024810859
945	0.2023553788
946	0.2021618342
947	0.2020838699
948	0.2018055421
949	0.2016321703
950	0.2014688863
951	0.2013364434
952	0.2012198866
953	0.2010792035
954	0.2009472892
955	0.2006983666
956	0.2006195991
957	0.2004685562
958	0.2003020956
959	0.200165415
960	0.2000297957
961	0.1999570452
962	0.1998050015
963	0.1996657936
964	0.1995626197
965	0.1994453312
966	0.1992988373
967	0.1991515822
968	0.1990435277
969	0.1989556566
970	0.1988979779
971	0.1987265604
972	0.1986419777
973	0.1985450384
974	0.1984790634
975	0.1982905042
976	0.1980154638
977	0.1978737271
978	0.1977832922
979	0.1976470012
980	0.197520029
981	0.1972874958
982	0.197188711
983	0.1971171384
984	0.196844256
985	0.196650826
986	0.1964534882
987	0.1962874187
988	0.1961424758
989	0.1960380149
990	0.1958719291
991	0.1957786754
992	0.1956131895
993	0.1955277858
994	0.1953107259
995	0.1951921699
996	0.1950736505
997	0.1949330445
998	0.1947627757
999	0.1947186132
